Number of Learning Problems, Avg. Matched Rate, Avg. Coverage Rate
480, 0.94, 0.7575757575757576
500, 0.94, 0.7575757575757576
520, 0.94, 0.7575757575757576
540, 0.9199999999999999, 0.7575757575757576
560, 1.0, 0.7575757575757576
580, 1.0, 0.7575757575757576
600, 1.0, 0.7575757575757576
620, 1.0, 0.7575757575757576
640, 1.0, 0.7575757575757576
660, 0.96, 0.7575757575757576
680, 1.0, 0.7575757575757576
700, 0.96, 0.7575757575757576
720, 0.96, 0.7575757575757576
740, 0.96, 0.7575757575757576
760, 1.0, 0.7575757575757576
780, 1.0, 0.7575757575757576
800, 1.0, 0.7575757575757576
820, 0.96, 0.7575757575757576
840, 0.96, 0.7575757575757576
860, 0.96, 0.7575757575757576
880, 0.96, 0.7575757575757576
900, 0.96, 0.7575757575757576
920, 1.0, 0.7575757575757576
940, 0.94, 0.7575757575757576
960, 0.94, 0.7575757575757576
980, 0.96, 0.7575757575757576
1000, 0.96, 0.7575757575757576
1020, 0.96, 0.7575757575757576
1040, 0.96, 0.7575757575757576
1060, 0.96, 0.7575757575757576
1080, 0.96, 0.7575757575757576
1100, 0.96, 0.7575757575757576
1120, 1.0, 0.7575757575757576
1140, 1.0, 0.7575757575757576
1160, 1.0, 0.7575757575757576
1180, 1.0, 0.7575757575757576
1200, 0.96, 0.7575757575757576
1220, 0.96, 0.7575757575757576
1240, 1.0, 0.7575757575757576
1260, 1.0, 0.7575757575757576
1280, 0.98, 0.7575757575757576
1300, 0.98, 0.7575757575757576
1320, 0.98, 0.7575757575757576
1340, 0.98, 0.7575757575757576
1360, 0.98, 0.7575757575757576
1380, 0.98, 0.7575757575757576
1400, 0.98, 0.7575757575757576
1420, 0.98, 0.7575757575757576
1440, 1.0, 0.7575757575757576
1460, 1.0, 0.7575757575757576
1480, 1.0, 0.7575757575757576
1500, 1.0, 0.7575757575757576
1520, 1.0, 0.7575757575757576
1540, 0.96, 0.7575757575757576
1560, 0.72, 0.7575757575757576
1580, 0.76, 0.7575757575757576
1600, 0.8200000000000001, 0.7575757575757576
1620, 0.9199999999999999, 0.7575757575757576
1640, 0.9199999999999999, 0.7575757575757576
1660, 0.94, 0.7575757575757576
1680, 0.96, 0.7575757575757576
1700, 0.96, 0.7575757575757576
1720, 0.9199999999999999, 0.7575757575757576
1740, 0.9199999999999999, 0.7575757575757576
1760, 0.56, 0.7575757575757576
1780, 0.66, 0.7575757575757576
1800, 0.66, 0.7575757575757576
1820, 0.7, 0.7575757575757576
1840, 0.66, 0.7575757575757576
1860, 0.8200000000000001, 0.7575757575757576
1880, 0.78, 0.7575757575757576
1900, 0.8, 0.7575757575757576
1920, 0.8400000000000001, 0.7575757575757576
1940, 0.8400000000000001, 0.7575757575757576
1960, 0.8400000000000001, 0.7575757575757576
1980, 0.8400000000000001, 0.7575757575757576
2000, 0.94, 0.7575757575757576
2020, 0.98, 0.7575757575757576
2040, 0.94, 0.7575757575757576
2060, 0.94, 0.7575757575757576
2080, 1.0, 0.7575757575757576
2100, 1.0, 0.7575757575757576
2120, 1.0, 0.7575757575757576
2140, 0.96, 0.7575757575757576
2160, 0.96, 0.7575757575757576
2180, 1.0, 0.7575757575757576
2200, 1.0, 0.7575757575757576
2220, 1.0, 0.7575757575757576
2240, 1.0, 0.7575757575757576
2260, 1.0, 0.7575757575757576
2280, 1.0, 0.7575757575757576
2300, 1.0, 0.7575757575757576
2320, 1.0, 0.7575757575757576
2340, 1.0, 0.7575757575757576
2360, 1.0, 0.7575757575757576
2380, 1.0, 0.7575757575757576
2400, 1.0, 0.7575757575757576
2420, 0.9, 0.7575757575757576
2440, 0.9, 0.7575757575757576
2460, 0.9199999999999999, 0.7575757575757576
2480, 0.98, 0.7575757575757576
2500, 0.98, 0.7575757575757576
2520, 0.98, 0.7575757575757576
2540, 1.0, 0.7575757575757576
2560, 0.98, 0.7575757575757576
2580, 0.98, 0.7575757575757576
2600, 1.0, 0.7575757575757576
2620, 0.98, 0.7575757575757576
2640, 1.0, 0.7575757575757576
2660, 1.0, 0.7575757575757576
2680, 1.0, 0.7575757575757576
2700, 0.9, 0.7575757575757576
2720, 0.9, 0.7575757575757576
2740, 0.76, 0.7575757575757576
2760, 0.96, 0.7575757575757576
2780, 0.96, 0.7575757575757576
2800, 0.96, 0.7575757575757576
2820, 0.96, 0.7575757575757576
2840, 0.94, 0.7575757575757576
2860, 0.94, 0.7575757575757576
2880, 0.92, 0.7575757575757576
2900, 0.96, 0.7575757575757576
2920, 0.96, 0.7575757575757576
2940, 1.0, 0.7575757575757576
2960, 0.96, 0.7575757575757576
2980, 0.96, 0.7575757575757576
3000, 1.0, 0.7575757575757576
3020, 1.0, 0.7575757575757576
3040, 0.6, 0.7575757575757576
3060, 0.96, 0.7575757575757576
3080, 1.0, 0.7575757575757576
3100, 1.0, 0.7575757575757576
3120, 1.0, 0.7575757575757576
3140, 1.0, 0.7575757575757576
3160, 1.0, 0.7575757575757576
3180, 1.0, 0.7575757575757576
3200, 1.0, 0.7575757575757576
3220, 0.96, 0.7575757575757576
3240, 1.0, 0.7575757575757576
3260, 1.0, 0.7575757575757576
3280, 1.0, 0.7575757575757576
3300, 1.0, 0.7575757575757576
3320, 0.96, 0.7575757575757576
3340, 1.0, 0.7575757575757576
3360, 1.0, 0.7575757575757576
3380, 1.0, 0.7575757575757576
3400, 0.96, 0.7575757575757576
3420, 0.96, 0.7575757575757576
3440, 0.96, 0.7575757575757576
3460, 0.96, 0.7575757575757576
3480, 0.96, 0.7575757575757576
3500, 0.86, 0.7575757575757576
3520, 0.94, 0.7575757575757576
3540, 0.98, 0.7575757575757576
3560, 1.0, 0.7575757575757576
3580, 1.0, 0.7575757575757576
3600, 1.0, 0.7575757575757576
3620, 1.0, 0.7575757575757576
3640, 1.0, 0.7575757575757576
3660, 1.0, 0.7575757575757576
3680, 1.0, 0.7575757575757576
3700, 1.0, 0.7575757575757576
3720, 1.0, 0.7575757575757576
3740, 1.0, 0.7575757575757576
3760, 1.0, 0.7575757575757576
3780, 1.0, 0.7575757575757576
3800, 1.0, 0.7575757575757576
3820, 1.0, 0.7575757575757576
3840, 1.0, 0.7575757575757576
3860, 1.0, 0.7575757575757576
3880, 1.0, 0.7575757575757576
3900, 1.0, 0.7575757575757576
3920, 1.0, 0.7575757575757576
3940, 1.0, 0.7575757575757576
3960, 1.0, 0.7575757575757576
3980, 1.0, 0.7575757575757576
4000, 1.0, 0.7575757575757576
4020, 1.0, 0.7575757575757576
4040, 1.0, 0.7575757575757576
4060, 1.0, 0.7575757575757576
4080, 1.0, 0.7575757575757576
4100, 0.76, 0.7575757575757576
4120, 0.96, 0.7575757575757576
4140, 0.96, 0.7575757575757576
4160, 0.96, 0.7575757575757576
4180, 1.0, 0.7575757575757576
4200, 1.0, 0.7575757575757576
4220, 0.96, 0.7575757575757576
4240, 0.96, 0.7575757575757576
4260, 0.96, 0.7575757575757576
4280, 0.96, 0.7575757575757576
4300, 0.96, 0.7575757575757576
4320, 0.94, 0.7575757575757576
4340, 0.96, 0.7575757575757576
4360, 0.98, 0.7575757575757576
4380, 0.94, 0.7575757575757576
4400, 0.96, 0.7575757575757576
4420, 0.98, 0.7575757575757576
4440, 1.0, 0.7575757575757576
4460, 1.0, 0.7575757575757576
4480, 1.0, 0.7575757575757576
4500, 1.0, 0.7575757575757576
4520, 1.0, 0.7575757575757576
4540, 1.0, 0.7575757575757576
4560, 1.0, 0.7575757575757576
4580, 0.94, 0.7575757575757576
4600, 0.96, 0.7575757575757576
4620, 0.96, 0.7575757575757576
4640, 1.0, 0.7575757575757576
4660, 0.98, 0.7575757575757576
4680, 0.98, 0.7575757575757576
4700, 0.94, 0.7575757575757576
4720, 0.98, 0.7575757575757576
4740, 0.98, 0.7575757575757576
4760, 0.98, 0.7575757575757576
4780, 0.98, 0.7575757575757576
4800, 1.0, 0.7575757575757576
4820, 1.0, 0.7575757575757576
4840, 0.74, 0.7575757575757576
4860, 0.86, 0.7575757575757576
4880, 0.88, 0.7575757575757576
4900, 0.8400000000000001, 0.7575757575757576
4920, 0.9, 0.7575757575757576
4940, 1.0, 0.7575757575757576
4960, 1.0, 0.7575757575757576
4980, 1.0, 0.7575757575757576
5000, 0.96, 0.7575757575757576
