Number of Learning Problems, Avg. Matched Rate, Avg. Coverage Rate
500, 0.98, 0.7575757575757576
520, 0.98, 0.7575757575757576
540, 0.98, 0.7575757575757576
560, 0.98, 0.7575757575757576
580, 0.98, 0.7575757575757576
600, 0.98, 0.7575757575757576
620, 0.98, 0.7575757575757576
640, 0.98, 0.7575757575757576
660, 0.98, 0.7575757575757576
680, 0.98, 0.7575757575757576
700, 0.98, 0.7575757575757576
720, 0.98, 0.7575757575757576
740, 0.98, 0.7575757575757576
760, 0.98, 0.7575757575757576
780, 0.98, 0.7575757575757576
800, 0.98, 0.7575757575757576
820, 0.98, 0.7575757575757576
840, 0.98, 0.7575757575757576
860, 0.98, 0.7575757575757576
880, 0.98, 0.7575757575757576
900, 0.98, 0.7575757575757576
920, 0.98, 0.7575757575757576
940, 0.98, 0.7575757575757576
960, 0.98, 0.7575757575757576
980, 0.98, 0.7575757575757576
1000, 0.98, 0.7575757575757576
1020, 0.98, 0.7575757575757576
1040, 0.98, 0.7575757575757576
1060, 0.98, 0.7575757575757576
1080, 0.98, 0.7575757575757576
1100, 0.98, 0.7575757575757576
1120, 0.94, 0.7575757575757576
1140, 0.94, 0.7575757575757576
1160, 0.94, 0.7575757575757576
1180, 0.94, 0.7575757575757576
1200, 0.94, 0.7575757575757576
1220, 0.94, 0.7575757575757576
1240, 0.94, 0.7575757575757576
1260, 0.98, 0.7575757575757576
1280, 0.98, 0.7575757575757576
1300, 0.98, 0.7575757575757576
1320, 0.98, 0.7575757575757576
1340, 0.98, 0.7575757575757576
1360, 0.98, 0.7575757575757576
1380, 0.98, 0.7575757575757576
1400, 0.98, 0.7575757575757576
1420, 0.98, 0.7575757575757576
1440, 0.98, 0.7575757575757576
1460, 0.98, 0.7575757575757576
1480, 0.98, 0.7575757575757576
1500, 0.98, 0.7575757575757576
1520, 0.98, 0.7575757575757576
1540, 0.98, 0.7575757575757576
1560, 0.98, 0.7575757575757576
1580, 0.98, 0.7575757575757576
1600, 0.98, 0.7575757575757576
1620, 0.94, 0.7575757575757576
1640, 0.98, 0.7575757575757576
1660, 0.98, 0.7575757575757576
1680, 0.98, 0.7575757575757576
1700, 0.98, 0.7575757575757576
1720, 0.98, 0.7575757575757576
1740, 0.98, 0.7575757575757576
1760, 0.98, 0.7575757575757576
1780, 0.98, 0.7575757575757576
1800, 0.98, 0.7575757575757576
1820, 0.98, 0.7575757575757576
1840, 0.98, 0.7575757575757576
1860, 0.98, 0.7575757575757576
1880, 0.98, 0.7575757575757576
1900, 0.98, 0.7575757575757576
1920, 0.98, 0.7575757575757576
1940, 0.98, 0.7575757575757576
1960, 0.98, 0.7575757575757576
1980, 0.98, 0.7575757575757576
2000, 0.98, 0.7575757575757576
2020, 0.98, 0.7575757575757576
2040, 0.98, 0.7575757575757576
2060, 0.98, 0.7575757575757576
2080, 0.98, 0.7575757575757576
2100, 0.98, 0.7575757575757576
2120, 0.98, 0.7575757575757576
2140, 0.98, 0.7575757575757576
2160, 0.98, 0.7575757575757576
2180, 0.98, 0.7575757575757576
2200, 0.98, 0.7575757575757576
2220, 0.98, 0.7575757575757576
2240, 0.98, 0.7575757575757576
2260, 0.98, 0.7575757575757576
2280, 0.98, 0.7575757575757576
2300, 0.98, 0.7575757575757576
2320, 0.98, 0.7575757575757576
2340, 0.98, 0.7575757575757576
2360, 0.98, 0.7575757575757576
2380, 0.98, 0.7575757575757576
2400, 0.98, 0.7575757575757576
2420, 0.98, 0.7575757575757576
2440, 0.98, 0.7575757575757576
2460, 0.98, 0.7575757575757576
2480, 0.98, 0.7575757575757576
2500, 0.98, 0.7575757575757576
2520, 0.98, 0.7575757575757576
2540, 0.98, 0.7575757575757576
2560, 0.98, 0.7575757575757576
2580, 0.98, 0.7575757575757576
2600, 0.98, 0.7575757575757576
2620, 0.98, 0.7575757575757576
2640, 0.98, 0.7575757575757576
2660, 0.98, 0.7575757575757576
2680, 0.98, 0.7575757575757576
2700, 0.98, 0.7575757575757576
2720, 0.98, 0.7575757575757576
2740, 0.98, 0.7575757575757576
2760, 0.98, 0.7575757575757576
2780, 0.98, 0.7575757575757576
2800, 0.98, 0.7575757575757576
2820, 0.98, 0.7575757575757576
2840, 0.98, 0.7575757575757576
2860, 0.98, 0.7575757575757576
2880, 0.98, 0.7575757575757576
2900, 0.98, 0.7575757575757576
2920, 0.98, 0.7575757575757576
2940, 0.98, 0.7575757575757576
2960, 0.98, 0.7575757575757576
2980, 0.98, 0.7575757575757576
3000, 0.98, 0.7575757575757576
3020, 0.98, 0.7575757575757576
3040, 0.98, 0.7575757575757576
3060, 0.98, 0.7575757575757576
3080, 0.98, 0.7575757575757576
3100, 0.98, 0.7575757575757576
3120, 0.94, 0.7575757575757576
3140, 0.94, 0.7575757575757576
3160, 0.94, 0.7575757575757576
3180, 0.94, 0.7575757575757576
3200, 0.94, 0.7575757575757576
3220, 0.94, 0.7575757575757576
3240, 0.94, 0.7575757575757576
3260, 0.94, 0.7575757575757576
3280, 0.94, 0.7575757575757576
3300, 0.94, 0.7575757575757576
3320, 0.94, 0.7575757575757576
3340, 0.94, 0.7575757575757576
3360, 0.94, 0.7575757575757576
3380, 0.94, 0.7575757575757576
3400, 0.94, 0.7575757575757576
3420, 0.94, 0.7575757575757576
3440, 0.94, 0.7575757575757576
3460, 0.94, 0.7575757575757576
3480, 0.94, 0.7575757575757576
3500, 0.94, 0.7575757575757576
